问题id,问题,FA,SQL结果
630,截至2007年12月31日，宁波立立电子股份有限公司存货账面价值为多少？占总资产的多大比例？,N_A,N_A
631,请查询在20200923日期，中信行业分类下家电一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,在20200923日期，中信行业分类下家电一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是002959。,"[('002959',)]"
632,"假定股票'日波动值'计算公式为：'日波动值' = 日最高价-日最低价。请帮我查询下在2021年，中信行业分类行业划分标准,电力设备及新能源一级行业中，股票日均波动值最小的股票对应的股票代码是？",在2021年，中信行业分类行业划分标准，电力设备及新能源一级行业中，股票日均波动值最小的股票对应的股票代码是834639。,"[('834639',)]"
633,兰州海默科技股份有限公司的主要产品有哪些？,N_A,N_A
634,嘉实基金管理有限公司管理的股票型产品的数量有多少?,嘉实基金管理有限公司管理的股票型产品的数量是28只。,"[(28,)]"
635,我想知道2019年的年度报告中，机构投资者持有的份额占比超过66%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,2019年的年度报告中，机构投资者持有的份额占比超过66%的基金有518只，他们总共持有了847882838832.82份。,"[(518, 847882838832.82)]"
636,请问在有色金属行业，20191119行业的A股公司有多少?,在有色金属行业，20191119行业的A股公司有157家。,"[(157,)]"
637,请帮我查询在截止2019-09-30的基金定期报告中，基金总赎回份额为零的基金有几个？,在截止2019-09-30的基金定期报告中，基金总赎回份额为零的基金有213个。,"[(213,)]"
638,请问2020年四季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。,2020年四季度有1352家基金是净申购，它们的净申购份额加起来是332305208096.65份。,"[(1352, 332305208096.65)]"
639,湖南长远锂科股份有限公司报告期内何时发生了重大资产重组？该重大资产重组是什么？,N_A,N_A
640,我想知道德邦基金管理有限公司在2019年成立了多少只管理费率小于0.8%的基金？,德邦基金管理有限公司在2019年成立了5只管理费率小于0.8%的基金。,"[(5,)]"
641,在销售端，上海真兰仪表科技股份有限公司与中国燃气合作设立的公司是什么？该公司的主要客户是什么？,N_A,N_A
642,我想知道兴全优选进取三个月持有期混合(FOF)A基金在20210630的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,用申万一级行业统计，兴全优选进取三个月持有期混合(FOF)A基金在20210630的季报中，其可转债持仓占比最大的是银行行业。,"[('银行',)]"
643,根据募集资金项目的可行性研究报告，项目全部达产后，杭州中恒电气股份有限公司可增加多少销售收入？新增利润总额为多少？,N_A,N_A
644,请帮我查询在截止2021-12-31的基金定期报告中，基金总赎回份额为零的基金有几个？,在截止2021-12-31的基金定期报告中，基金总赎回份额为零的基金有742个。,"[(742,)]"
645,20200820日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,20200820日，开盘价较上一交易日最高价高的股票有65只。,"[(65,)]"
646,本次发行前，汉嘉设计集团股份有限公司实际控制人是谁？,N_A,N_A
647,请列出博时基金管理有限公司在2019年成立并且托管人为中国工商银行股份有限公司的所有基金的基金托管费率的平均数。,博时基金管理有限公司在2019年成立并且托管人为中国工商银行股份有限公司的所有基金的基金托管费率的平均数是0.1%。,"[(0.1,)]"
648,请问在家用电器行业，20201007行业的A股公司有多少?,在家用电器行业，20201007行业的A股公司有78家。,"[(78,)]"
649,报告期内，深圳市超频三科技股份有限公司筹资活动产生的现金流量净额分别为多少？,N_A,N_A
650,我想知道易方达全球医药行业混合(QDII)基金，在2020年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在2020年年度报告中，易方达全球医药行业混合(QDII)基金的前10大重仓股中有8只股票在报告期内取得正收益。,"[(8,)]"
651,报告期各期末，山东海看网络科技有限公司及其控股子公司在册员工总数为多少人？,N_A,N_A
652,"请帮我查询下，在20190114，申万行业分类里一级行业为非银金融行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？","在20190114，申万行业分类里一级行业为非银金融行业的所有股票里, 成交金额(元)最多的股票的代码是601318，成交金额是2723611890.0元。","[('601318', 2723611890.0)]"
653,2017年末，汉嘉设计集团股份有限公司的应收账款净额是多少？,N_A,N_A
654,20211206日，一级行业为公用事业的股票的成交量合计是多少？取整。,20211206日，一级行业为公用事业的股票的成交量合计是6865060773股。,"[(6865060773.0,)]"
655,湖南南岭民用爆破器材股份有限公司技术中心下设哪些部门？,N_A,N_A
656,根据《国民经济行业分类》，汉嘉设计集团股份有限公司主营业务所属行业是什么？分类代码是什么？,N_A,N_A
657,在2021年12月季报中，持有健之佳这一股票且市值占基金资产净值比不小于5%的有几只基金？,在2021年12月季报中，持有健之佳这一股票且市值占基金资产净值比不小于5%的有2只基金。,"[(2,)]"
658,请帮我查询下，在2019年12月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,在2019年12月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是工银瑞信瑞丰半年定期开放纯债债券，差额为11389257171.66份。,"[('工银瑞信瑞丰半年定期开放纯债债券', 11389257171.66)]"
659,2019年中期报告里，国融基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,N_A,N_A
660,华瑞股份第二次股权转让在哪一年发生？,N_A,N_A
661,我想知道兴银基金管理有限责任公司在2020年成立了多少只管理费率小于0.8%的基金？,兴银基金管理有限责任公司在2020年成立了8只管理费率小于0.8%的基金。,"[(8,)]"
662,联化科技股份有限公司设立以来的业务发展过程可以分为哪几个阶段？,N_A,N_A
663,请帮我计算，在20200911，中信行业分类划分的一级行业为纺织服装行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,在20200911，中信行业分类划分的一级行业为纺织服装行业中，涨跌幅最大股票的股票代码是300877，涨跌幅是14.43%。,"[('300877', 14.433844877644134)]"
664,2015年末珠海健帆生物科技股份有限公司资产总额比2014年末增加了多少？,N_A,N_A
665,请问2020年三季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。,2020年三季度有1259家基金是净申购，它们的净申购份额加起来是246417046941.57份。,"[(1259, 246417046941.57)]"
666,华达汽车科技股份有限公司的主要无形资产是什么？,N_A,N_A
667,最近三年及一期，江苏旷达汽车织物集团股份有限公司汽车内饰面料产品的毛利率分别为多少？呈现怎样的趋势？,N_A,N_A
668,根据江苏爱康太阳能科技股份有限公司招股意向书，2009年我国光伏新增装机容量占全球市场需求份额的多少？,N_A,N_A
669,"在20191231的年报(含半年报)中，广发景宁纯债债券A基金的债券持仓,其持有最大仓位的债券类型是什么?","在20191231的年报(含半年报)中，广发景宁纯债债券A基金的债券持仓,其持有最大仓位的债券类型是同业存单。","[('同业存单',)]"
670,20210427港股下跌的股票家数有多少家?,20210427港股下跌的股票家数有1242家。,"[(1242,)]"
671,请帮我查询下，在2021年06月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,在2021年06月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是建信现金增利货币B，差额为21507087348.72份。,"[('建信现金增利货币B', 21507087348.72)]"
672,青海互助青稞酒股份有限公司材料采购物资主要有哪些？,N_A,N_A
673,在2021年的年度报告里，交银施罗德基金管理有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？希望得到一个精确到两位小数的百分比。,在2021年的年度报告里，交银施罗德基金管理有限公司管理的基金中，有59.38%的比例的基金是个人投资者持有的份额超过机构投资者。,"[(59.38,)]"
674,请查询：在2020的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于货币型类型的有几个。,在2020的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于货币型类型的有8个。,"[(8,)]"
