问题id,问题,答案,分类
673,在2021年的年度报告里，交银施罗德基金管理有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？希望得到一个精确到两位小数的百分比。,"问题：“在2021年的年度报告里，交银施罗德基金管理有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？希望得到一个精确到两位小数的百分比。”
回答：“基金股票数据库”",SQL
674,请查询：在2020的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于货币型类型的有几个。,"问题：“请查询：在2020的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于货币型类型的有几个。”
回答：“基金股票数据库”",SQL
675,帮我查询在2020年12月31日，代码为008303的基金前20大重仓股票中属于中信二级其他医药医疗行业的平均市值是多少？小数点后保留不超过3位。,基金股票数据库,SQL
676,请帮我查询在截止2021-09-30的基金定期报告中，基金总赎回份额为零的基金有几个？,回答：“基金股票数据库”,SQL
677,帮我查一下在2021年，代码为002300的A股股票今开盘高于昨收盘的天数？,回答：“基金股票数据库”,SQL
678,截至本招股意向书签署日，山东海看网络科技有限公司IPTV智能运营平台能够支持多少终端用户同时在线观看？,该问题的描述中没有给出任何关于其在招股说明书中或基金股票数据库中的线索，因此我无法将其分类为上述两类之一。,Text
679,请列出博时基金管理有限公司在2019年成立并且托管人为平安银行股份有限公司的所有基金的基金托管费率的平均数。,回答：“基金股票数据库”,SQL
680,"请帮我查询下在2020年, 永赢基金管理有限公司管理的债券型基金中，持有过超短期融资券的基金有多少只？",回答：“基金股票数据库”,SQL
681,青海互助青稞酒股份有限公司本次发行股票的数量、每股面值分别是多少？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
682,联化科技股份有限公司主要产品处于精细化工产业链的哪个阶段？,该问题的答案可能包含在联化科技股份有限公司的招股说明书中。,Text
683,帮我查询在2020年12月31日，代码为009926的基金前20大重仓股票中属于中信二级其他军工Ⅱ行业的平均市值是多少？小数点后保留不超过3位。,基金股票数据库,SQL
684,读者出版传媒股份有限公司所在行业具有怎样的波动性特征？销售高峰是什么时候？,该问题属于招股说明书中提到的信息。,Text
685,云南沃森生物技术股份有限公司的疫苗研发团队由多少人组成？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
686,请列出格林基金管理有限公司在2020年成立并且托管人为中国农业银行股份有限公司的所有基金的基金托管费率的平均数。,答案：基金股票数据库,SQL
687,新疆浩源天然气股份有限公司所处行业的经营特点是怎样的？,该问题的答案可能出现在该公司的招股说明书中。,Text
688,"帮我算一下在20211108,代码为00159的港股日价格振幅是多少，小数点后保留不超过3位。",回答：“基金股票数据库”,SQL
689,2021年一季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,"问题：“2021年一季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。”
回答：“基金股票数据库”",SQL
690,请帮我查询下股票代码为002560的股票在2020年内最高日收盘价是多少？,回答：“基金股票数据库”,SQL
691,在2008年至2010年间，内蒙古君正能源化工股份有限公司的盈利能力如何？,该问题的答案应该在基金的股票数据库中。,Text
692,杭州中恒电气股份有限公司本次募投项目涉及的新产品是什么？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
693,2014年珠海健帆生物科技股份有限公司应收账款增加的主要原因是什么？,"该问题的 answer 应该是 ""该公司的招股说明书""。根据提供的信息，没有关于这个问题的答案。",Text
694,湖南国科微电子股份有限公司近三年四季度实现的净利润均高于全年净利润的原因有哪些？,该问题最好被描述为“该公司的招股说明书”，因为要回答这个问题需要查看湖南国科微电子股份有限公司的财务报告，而这些信息通常会在招股说明书中披露。,Text
695,请查询在2021年度，688656股票涨停天数？   解释：（收盘价/昨日收盘价-1）》=9.8% 视作涨停,这个问题应该属于基金股票数据库。,SQL
696,2016年大博医疗科技股份有限公司电费单价为什么下降？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
697,截至本招股意向书出具之日，广东银禧科技股份有限公司共拥有多少发明专利？,"该问题的分类应该是 ""该公司的招股说明书""。",Text
698,"帮我算一下在20190828,代码为08613的港股日价格振幅是多少，小数点后保留不超过3位。",回答：“基金股票数据库”,SQL
699,确成硅化学股份有限公司所在地在何处？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
700,烟台杰瑞石油服务集团股份有限公司的上下游行业是什么？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
701,内蒙古君正能源化工股份有限公司及其子公司享受的税收优惠政策有哪些？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
702,昇兴集团股份有限公司的英文名称是？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
703,北京天宜上佳高新材料股份有限公司在报告期内主要从事什么业务？,该问题的描述不清，无法确定应该在招股说明书中还是在基金股票数据库中查找答案。请提供更多的信息或者更清晰的问题描述。,Text
704,大博医疗科技股份有限公司注册资本是多少？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
705,湖南长远锂科股份有限公司董事会成员是谁？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
706,我想知道2020年的中期报告中，机构投资者持有的份额占比超过75%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,回答：“基金股票数据库”,SQL
707,20200424日，一级行业为汽车的股票的成交金额合计是多少？取整。,回答：“基金股票数据库”,SQL
708,民生加银睿智一年定期开放债券基金在20200930的季报里，前三大持仓占比的债券名称是什么?,回答：“基金股票数据库”,SQL
709,请帮我计算，代码为600510的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,"问题：“请帮我计算，代码为600510的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。？”
回答：“基金股票数据库”",SQL
710,我想知道2020年的中期报告中，机构投资者持有的份额占比超过30%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,回答：“基金股票数据库”,SQL
