问题,SQL,SQL结果,答案
请问在None行业，20190204行业的A股公司有多少?,"SELECT COUNT(DISTINCT(股票代码)) AS 数量
FROM A股公司行业划分表
WHERE 一级行业名称 = 'None'
AND 交易日期 = '20190204'
LIMIT 1;",[{'数量': 0}],在None行业，20190204行业的A股公司有0间。
请问在电力设备行业，20200906行业的A股公司有多少?,"SELECT COUNT(DISTINCT(股票代码)) AS 数量
FROM A股公司行业划分表
WHERE 一级行业名称 = '电力设备'
AND 交易日期 = '20200906'
LIMIT 1;",[{'数量': 0}],在电力设备行业，20200906行业的A股公司有0间。
20200327日，一级行业为交通运输的股票的成交金额合计是多少？取整。,"SELECT CAST(SUM([成交金额(元)]) AS INTEGER) AS 成交金额合计
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20200327'
AND t2.一级行业名称 = '交通运输'
LIMIT 1;",[{'成交金额合计': 19726965204}],20200327日，一级行业为交通运输的股票的成交金额合计是19726965204元。
"在20191231的年报(含半年报)中，中信保诚景丰债券C基金的债券持仓,其持有最大仓位的债券类型是什么?","SELECT 债券类型
FROM 基金债券持仓明细
WHERE 持仓日期 = '20191231'
AND 报告类型 = '年报(含半年报)'
AND 基金简称 = '中信保诚景丰债券C'
GROUP BY 债券类型
ORDER BY SUM(持债市值) DESC
LIMIT 1;",[{'债券类型': '中期票据'}],"在20191231的年报(含半年报)中，中信保诚景丰债券C基金的债券持仓,其持有最大仓位的债券类型是中期票据。"
在2019年6月季报中，持有朝阳科技这一股票且市值占基金资产净值比不小于1%的有几只基金？,"SELECT COUNT(*) AS 数量
FROM 基金股票持仓明细
WHERE 持仓日期 = '20190630'
AND 报告类型 = '季报'
AND 股票名称 = '朝阳科技'
AND 市值占基金资产净值比 * 100 >= 1
LIMIT 1;",[{'数量': 0}],在2019年6月季报中，持有朝阳科技这一股票且市值占基金资产净值比不小于1%的有0只基金。
查询下基金代码007737的基金，它的托管费率是？,"SELECT 托管费率
FROM 基金基本信息
WHERE 基金代码 = '007737'
LIMIT 1;",[{'托管费率': '0.1%'}],基金代码007737的基金，它的托管费率是0.1%。
请查询：在2021的中期报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于货币型类型的有几个。,"SELECT COUNT(*) AS 数量
FROM 基金基本信息
WHERE 基金代码 IN (
    SELECT 基金代码
    FROM 基金份额持有人结构
    WHERE 定期报告所属年度 = 2021
    AND 报告类型 = '中期报告'
    AND 个人投资者持有的基金份额 > 机构投资者持有的基金份额
)
AND 基金类型 = '货币型'
LIMIT 1;",[{'数量': 10}],在2021的中期报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于货币型类型的有10个。
我想知道在2021年，富国基金管理有限公司已发行的基金中，有多少只基金报告期期初基金总份额大于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,"WITH t1 AS (
    SELECT *
    FROM 基金规模变动表
    WHERE 基金代码 IN (
        SELECT 基金代码
        FROM 基金基本信息
        WHERE 管理人 = '富国基金管理有限公司'
    )
    AND 定期报告所属年度 = 2021
    AND 报告类型 = '基金定期报告'
    GROUP BY 基金代码
    HAVING 截止日期 = MAX(截止日期)
)
SELECT COUNT(*) AS 数量
FROM t1
WHERE 报告期期初基金总份额 > 报告期期末基金总份额
LIMIT 1;",[{'数量': 52}],在2021年，富国基金管理有限公司已发行的基金中，有52只基金报告期期初基金总份额大于报告期期末基金总份额。
"请帮我查询下，在20190214，申万行业分类里一级行业为机械设备行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？","SELECT t1.股票代码, t1.[成交金额(元)]
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20190214'
AND t2.行业划分标准 = '申万行业分类'
AND t2.一级行业名称 = '机械设备'
ORDER BY t1.[成交金额(元)] DESC
LIMIT 1;","[{'股票代码': '600218', '成交金额(元)': 913920402.0}]","在20190214，申万行业分类里一级行业为机械设备行业的所有股票里, 成交金额(元)最多的股票的代码是600218，成交金额是913920402.0元。"
我想知道在20200630的季报里，南方集利18个月持有期债券A投资的股票分别是哪些申万一级行业？,"SELECT DISTINCT(一级行业名称)
FROM A股公司行业划分表 t1 JOIN 基金股票持仓明细 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日期 = t2.持仓日期
AND t1.交易日期 = '20200630'
AND t1.行业划分标准 = '申万行业分类'
AND t2.报告类型 = '季报'
AND t2.基金简称 = '南方集利18个月持有期债券A';","[{'一级行业名称': '电气设备'}, {'一级行业名称': '传媒'}, {'一级行业名称': '电子'}, {'一级行业名称': '通信'}, {'一级行业名称': '有色金属'}, {'一级行业名称': '商业贸易'}, {'一级行业名称': '机械设备'}, {'一级行业名称': '银行'}, {'一级行业名称': '农林牧渔'}]",在20200630的季报里，南方集利18个月持有期债券A投资的股票分别是电气设备、传媒、电子、通信、有色金属、商业贸易、机械设备、银行、农林牧渔申万一级行业。
帮我查一下在2020年，代码为600780的A股股票今开盘高于昨收盘的天数？,"SELECT COUNT(交易日) AS 天数
FROM A股票日行情表
WHERE 股票代码 = '600780'
AND 交易日 LIKE '2020%'
AND [今开盘(元)] > [昨收盘(元)]
LIMIT 1;",[{'天数': 69}],在2020年，代码为600780的A股股票今开盘高于昨收盘的天数是69天。
请查询：在2021的中期报告中，个人投资者持有基金份额小于机构投资者持有基金份额的基金属于债券型类型的有几个。,"SELECT COUNT(*) AS 数量
FROM 基金基本信息
WHERE 基金代码 IN (
    SELECT 基金代码
    FROM 基金份额持有人结构
    WHERE 定期报告所属年度 = 2021
    AND 报告类型 = '中期报告'
    AND 个人投资者持有的基金份额 < 机构投资者持有的基金份额
)
AND 基金类型 = '债券型'
LIMIT 1;",[{'数量': 1003}],在2021的中期报告中，个人投资者持有基金份额小于机构投资者持有基金份额的基金属于债券型类型的有1003个。
"请帮我查询下在2021年, 华夏基金管理有限公司管理的债券型基金中，持有过国债现货的基金有多少只？","SELECT COUNT(DISTINCT(基金代码)) AS 数量
FROM 基金债券持仓明细
WHERE 基金代码 IN (
    SELECT 基金代码
    FROM 基金基本信息
    WHERE 管理人 = '华夏基金管理有限公司'
)
AND 持仓日期 LIKE '2021%'
AND 债券类型 = '国债现货'
LIMIT 1;",[{'数量': 14}],"在2021年, 华夏基金管理有限公司管理的债券型基金中，持有过国债现货的基金有14只。"
20190528港股下跌的股票家数有多少家?,"SELECT COUNT(股票代码) AS 数量
FROM 港股票日行情表
WHERE 交易日 = '20190528'
AND [收盘价(元)] < [昨收盘(元)]
LIMIT 1;",[{'数量': 896}],20190528港股下跌的股票家数有896家。
在2019年12月季报中，持有锦盛新材这一股票且市值占基金资产净值比不小于2%的有几只基金？,"SELECT COUNT(*) AS 数量
FROM 基金股票持仓明细
WHERE 持仓日期 = '20191231'
AND 报告类型 = '季报'
AND 股票名称 = '锦盛新材'
AND 市值占基金资产净值比 * 100 >= 2
LIMIT 1;",[{'数量': 0}],在2019年12月季报中，持有锦盛新材这一股票且市值占基金资产净值比不小于2%的有0只基金。
20200312日，请给出南方贺元利率债债券C基金的管理人和单位净值。单位净值保留两位小数。,"SELECT t1.管理人, ROUND(t2.单位净值, 2) AS 单位净值
FROM 基金基本信息 t1 JOIN 基金日行情表 t2
ON t1.基金代码 = t2.基金代码
AND t1.基金简称 = '南方贺元利率债债券C'
AND t2.交易日期 = '20200312'
LIMIT 1;","[{'管理人': '南方基金管理股份有限公司', '单位净值': 1.03}]",20200312日，南方贺元利率债债券C基金的管理人是南方基金管理股份有限公司，单位净值是1.03元。
请帮我查询在截止2020-06-30的报告期间，基金总份额提升的基金数量是多少？,"SELECT COUNT(*) AS 数量
FROM 基金规模变动表
WHERE 截止日期 LIKE '2020-06-30%'
AND 报告期期末基金总份额 > 报告期期初基金总份额
LIMIT 1;",[{'数量': 870}],在截止2020-06-30的报告期间，基金总份额提升的基金数量是870只。
在2021年10月8日，使用申万行业分类标准，股票代码300027是属于哪个一级行业的?,"SELECT 一级行业名称
FROM A股公司行业划分表
WHERE 交易日期 = '20211008'
AND 行业划分标准 = '申万行业分类'
AND 股票代码 = '300027'
LIMIT 1;",[{'一级行业名称': '传媒'}],在2021年10月8日，使用申万行业分类标准，股票代码300027是属于传媒一级行业。
融通通恒63个月定期开放债券C基金在20210630且报告类型是年报(含半年报)的持债市值中，哪类债券市值最高？,"SELECT 债券类型
FROM 基金债券持仓明细
WHERE 基金简称 = '融通通恒63个月定期开放债券C'
AND 持仓日期 = '20210630'
AND 报告类型 = '年报(含半年报)'
GROUP BY 债券类型
ORDER BY SUM(持债市值) DESC
LIMIT 1;",[{'债券类型': '金融债券'}],融通通恒63个月定期开放债券C基金在20210630且报告类型是年报(含半年报)的持债市值中，金融债券类债券市值最高。
渤海汇金证券资产管理有限公司2019年成立了多少基金?,"SELECT COUNT(*) AS 数量
FROM 基金基本信息
WHERE 管理人 = '渤海汇金证券资产管理有限公司'
AND 成立日期 LIKE '2019%'
LIMIT 1;",[{'数量': 0}],渤海汇金证券资产管理有限公司2019年成立了0只基金。
"假定股票'日波动值'计算公式为：'日波动值' = 日最高价-日最低价。请帮我查询下在2019年，中信行业分类行业划分标准,银行一级行业中，股票日均波动值最小的股票对应的股票代码是？","SELECT t1.股票代码
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 LIKE '2019%'
AND t2.行业划分标准 = '中信行业分类'
AND t2.一级行业名称 = '银行'
GROUP BY t1.股票代码
ORDER BY AVG(t1.[最高价(元)] - t1.[最低价(元)]) ASC
LIMIT 1;",[{'股票代码': '601288'}],"在2019年，中信行业分类行业划分标准,银行一级行业中，股票日均波动值最小的股票对应的股票代码是601288。"
请查询：在20200720，属于中信二级光学光电行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,"SELECT ROUND(AVG([成交金额(元)]), 5) AS 平均成交金额
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20200720'
AND t2.行业划分标准 = '中信行业分类'
AND t2.二级行业名称 = '光学光电'
LIMIT 1;",[{'平均成交金额': 402522835.26923}],在20200720，属于中信二级光学光电行业的A股股票，它们的平均成交金额是402522835.26923元。
我想知道富国基金管理有限公司在2020年成立了多少只管理费率大于0.8%的基金？,"SELECT COUNT(基金代码) AS 数量
FROM 基金基本信息
WHERE 管理人 = '富国基金管理有限公司'
AND 成立日期 LIKE '2020%'
AND 管理费率 > '0.8%'
LIMIT 1;",[{'数量': 36}],富国基金管理有限公司在2020年成立了36只管理费率大于0.8%的基金。
我想知道中欧基金管理有限公司在2020年成立了多少只管理费率小于0.7%的基金？,"SELECT COUNT(基金代码) AS 数量
FROM 基金基本信息
WHERE 管理人 = '中欧基金管理有限公司'
AND 成立日期 LIKE '2020%'
AND 管理费率 < '0.7%'
LIMIT 1;",[{'数量': 11}],中欧基金管理有限公司在2020年成立了11只管理费率小于0.7%的基金。
请帮我查询下，在2019年Q3季报报告中，860056基金的第二大重仓可转债同期还有多少只基金也进行了持仓？,"WITH t1 AS (
    SELECT *
    FROM 基金可转债持仓明细
    WHERE 持仓日期 = '20190930'
    AND 报告类型 = '季报'
)
SELECT COUNT(基金代码) AS 数量
FROM t1
WHERE 对应股票代码 = (
    SELECT 对应股票代码
    FROM t1
    WHERE 基金代码 = '860056'
    AND 第N大重仓股 = 2
    LIMIT 1
)
AND 基金代码 != '860056'
LIMIT 1;",[{'数量': 0}],在2019年Q3季报报告中，860056基金的第二大重仓可转债同期还有0只基金也进行了持仓。
"请查询：2019年12月其他,持有20浙国贸MTN001且是前7大重仓股的基金有几个？","SELECT COUNT(*) AS 数量
FROM 基金债券持仓明细
WHERE 持仓日期 = '20191231'
AND 报告类型 = '其他'
AND 债券名称 = '20浙国贸MTN001'
AND 第N大重仓股 <= 7
LIMIT 1;",[{'数量': 0}],"2019年12月其他,持有20浙国贸MTN001且是前7大重仓股的基金有0个。"
在2019年3月季报中，持有大恒科技这一股票且市值占基金资产净值比不小于6%的有几只基金？,"SELECT COUNT(*) AS 数量
FROM 基金股票持仓明细
WHERE 持仓日期 = '20190331'
AND 报告类型 = '季报'
AND 股票名称 = '大恒科技'
AND 市值占基金资产净值比 * 100 >= 6
LIMIT 1;",[{'数量': 0}],在2019年3月季报中，持有大恒科技这一股票且市值占基金资产净值比不小于6%的有0只基金。
20200609日，请给出招商和悦稳健养老目标一年持有期混合(FOF)A基金的管理人和累计单位净值。,"SELECT t1.管理人, t2.累计单位净值
FROM 基金基本信息 t1 JOIN 基金日行情表 t2
ON t1.基金代码 = t2.基金代码
AND t1.基金简称 = '招商和悦稳健养老目标一年持有期混合(FOF)A'
AND t2.交易日期 = '20200609'
LIMIT 1;","[{'管理人': '招商基金管理有限公司', '累计单位净值': 1.1206}]",20200609日，招商和悦稳健养老目标一年持有期混合(FOF)A基金的管理人是招商基金管理有限公司，累计单位净值是1.1206元。
2021年四季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,"WITH t1 AS (
    SELECT *, 报告期期初基金总份额 - 报告期期末基金总份额 AS 净赎回
    FROM 基金规模变动表
    WHERE 截止日期 LIKE '2021-12-31%'
)
SELECT COUNT(*) AS 数量, ROUND(SUM(净赎回), 2) AS 净赎回份额
FROM t1
WHERE 净赎回 > 0
LIMIT 1;","[{'数量': 2143, '净赎回份额': 285843272136.08}]",2021年四季度，有2143家基金发生了净赎回，总共赎回了285843272136.08份额。
请查询：在20211015，属于申万二级水务行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,"SELECT ROUND(AVG([成交金额(元)]), 5) AS 平均成交金额
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20211015'
AND t2.行业划分标准 = '申万行业分类'
AND t2.二级行业名称 = '水务'
LIMIT 1;",[{'平均成交金额': 67777769.56522}],在20211015，属于申万二级水务行业的A股股票，它们的平均成交金额是67777769.56522元。
